id,name,type,address,city,postcode,lat,lon,website,phone,opening_hours,price_tier,avg_rating,suggested_duration,tags,image_url,description_short,
73,Circolo Popolare,Restaurant,40-41 Rathbone Place,London,W1T 1HX,51.5173,-0.1345,https://www.bigmammagroup.com,,12:00-22:45,3,4.6,90,Italian;Decor;Pasta,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
74,Miga,Restaurant,1 Mare Street,London,E8 4RP,51.5375,-0.055,https://miga.london,,17:00-22:30,3,4.8,90,Korean;Modern;Hackney,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
75,Oma,Restaurant,3 Bedale Street,London,SE1 9AL,51.5052,-0.0905,https://oma.london,,12:00-23:00,3,4.5,90,Greek;Market;New,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
76,Brat,Restaurant,4 Redchurch Street,London,E1 6JL,51.5236,-0.0765,https://bratrestaurant.com,,12:00-23:00,3,4.5,90,Basque;Grill;Shoreditch,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
77,St. JOHN,Restaurant,26 St John Street,London,EC1M 4AY,51.5205,-0.1005,https://stjohnrestaurant.com,+44 20 7251 0848,12:00-23:00,3,4.5,120,British;Nose-to-Tail;Iconic,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
78,Lyle's,Restaurant,56 Shoreditch High St,London,E1 6JJ,51.524,-0.077,https://www.lyleslondon.com,+44 20 3011 5911,12:00-23:00,4,4.6,120,Modern British;Minimal;Foodie,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
79,The Clove Club,Restaurant,380 Old Street,London,EC1V 9LT,51.5262,-0.0805,https://www.thecloveclub.com,+44 20 7729 6496,18:00-22:00,4,4.6,150,Fine Dining;Tasting;Top50,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
80,Core by Clare Smyth,Restaurant,92 Kensington Park Rd,London,W11 2PN,51.512,-0.2045,https://www.corebyclaresmyth.com,+44 20 3937 5086,18:30-22:30,4,4.9,180,Michelin;Fine Dining;Notting Hill,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
83,The Shard,Attraction,32 London Bridge St,London,SE1 9SG,51.5045,-0.0865,https://www.the-shard.com,+44 844 499 7111,10:00-22:00,4,4.6,60,Views;Skyscraper;Bar,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
84,Buckingham Palace,Attraction,Westminster,London,SW1A 1AA,51.5014,-0.1419,https://www.rct.uk/visit/buckingham-palace,+44 303 123 7300,09:30-19:30,3,4.5,120,Royal;Palace;Changing Guard,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
85,Westminster Abbey,Attraction,20 Deans Yd,London,SW1P 3PA,51.4993,-0.1273,https://www.westminster-abbey.org,+44 20 7222 5152,09:30-15:30,3,4.6,90,History;Royal;Church,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
86,St Paul's Cathedral,Attraction,St. Paul's Churchyard,London,EC4M 8AD,51.5138,-0.0984,https://www.stpauls.co.uk,+44 20 7246 8350,08:30-16:30,3,4.7,90,Architecture;Views;Church,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
87,Tower Bridge,Attraction,Tower Bridge Road,London,SE1 2UP,51.5055,-0.0754,https://www.towerbridge.org.uk,+44 20 7403 3761,09:30-18:00,2,4.7,60,Iconic;Views;River,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
88,Kew Gardens,Attraction,Kew,London,TW9 3AE,51.4787,-0.2956,https://www.kew.org,+44 20 8332 5655,10:00-19:00,3,4.8,180,Nature;Gardens;Walk,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
89,ZSL London Zoo,Attraction,Regent's Park,London,NW1 4RY,51.5353,-0.1534,https://www.zsl.org/zsl-london-zoo,+44 344 225 1826,10:00-18:00,4,4.4,240,Animals;Family;Outdoor,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
90,Madame Tussauds,Attraction,Marylebone Road,London,NW1 5LR,51.523,-0.1543,https://www.madametussauds.com/london,+44 871 894 3000,10:00-16:00,4,4.3,120,Wax;Celebs;Family,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
91,London Dungeon,Attraction,County Hall,London,SE1 7PB,51.5033,-0.1195,https://www.thedungeons.com/london,+44 20 7654 0809,10:00-17:00,4,4.4,90,Scary;History;Interactive,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
92,SEA LIFE London,Attraction,County Hall,London,SE1 7PB,51.5033,-0.1195,https://www.visitsealife.com/london,+44 20 7967 8025,10:00-17:00,4,4.3,90,Fish;Family;Aquarium,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
93,Hampton Court Palace,Attraction,Hampton Court Way,London,KT8 9AU,51.4036,-0.3378,https://www.hrp.org.uk/hampton-court-palace,+44 20 3166 6000,10:00-17:30,3,4.8,180,History;Tudor;Gardens,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
94,Kensington Palace,Attraction,Kensington Gardens,London,W8 4PX,51.505,-0.1877,https://www.hrp.org.uk/kensington-palace,+44 20 3166 6000,10:00-18:00,3,4.4,90,Royal;History;Park,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
95,Royal Albert Hall,Attraction,Kensington Gore,London,SW7 2AP,51.5009,-0.1774,https://www.royalalberthall.com,+44 20 7589 8212,09:00-17:00,3,4.7,60,Music;Architecture;Iconic,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
98,Covent Garden Market,Market,The Market,London,WC2E 8RF,51.5117,-0.1233,https://www.coventgarden.london,,10:00-20:00,1,4.6,60,Shopping;Street Performers;Food,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
99,Camden Market,Market,Camden Lock Place,London,NW1 8AF,51.5416,-0.1463,https://www.camdenmarket.com,+44 20 7485 5511,10:00-18:00,2,4.6,120,Alternative;Food;Shopping,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
100,Portobello Road Market,Market,Portobello Road,London,W11 1LA,51.5155,-0.2045,http://www.portobelloroad.co.uk,,09:00-19:00,1,4.5,120,Antiques;Notting Hill;Saturday,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
103,Science Museum,Museum,Exhibition Road,London,SW7 2DD,51.4975,-0.1747,https://www.sciencemuseum.org.uk,+44 330 058 0058,10:00-18:00,1,4.5,120,Science;Kids;Interactive,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
104,Victoria and Albert Museum,Museum,Cromwell Road,London,SW7 2RL,51.4966,-0.1722,https://www.vam.ac.uk,+44 20 7942 2000,10:00-17:45,1,4.8,150,Art;Design;Fashion,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
106,Tate Britain,Museum,Millbank,London,SW1P 4RG,51.4911,-0.1278,https://www.tate.org.uk/visit/tate-britain,+44 20 7887 8888,10:00-18:00,1,4.6,90,British Art;Turner;Free,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
107,National Gallery,Museum,Trafalgar Square,London,WC2N 5DN,51.5089,-0.1283,https://www.nationalgallery.org.uk,+44 20 7747 2885,10:00-18:00,1,4.8,120,Art;Paintings;Free,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
108,National Portrait Gallery,Museum,St Martin's Place,London,WC2H 0HE,51.5094,-0.1281,https://www.npg.org.uk,+44 20 7306 0055,10:30-18:00,1,4.6,90,Portraits;History;Art,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
109,Imperial War Museum,Museum,Lambeth Road,London,SE1 6HZ,51.4958,-0.1086,https://www.iwm.org.uk,+44 20 7416 5000,10:00-18:00,1,4.7,120,War;History;Tanks,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
110,Churchill War Rooms,Museum,Clive Steps,London,SW1A 2AQ,51.5022,-0.1292,https://www.iwm.org.uk/visits/churchill-war-rooms,+44 20 7930 6961,09:30-18:00,3,4.8,90,History;WWII;Bunker,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
111,London Transport Museum,Museum,Covent Garden,London,WC2E 7BB,51.5122,-0.1227,https://www.ltmuseum.co.uk,+44 343 222 5000,10:00-18:00,3,4.6,90,Transport;Kids;Buses,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
112,Royal Museums Greenwich,Museum,Romney Road,London,SE10 9NF,51.4812,-0.0052,https://www.rmg.co.uk,+44 20 8858 4422,10:00-17:00,2,4.7,120,Maritime;Greenwich;History,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
113,Design Museum,Museum,Kensington High St,London,W8 6AG,51.4996,-0.2008,https://designmuseum.org,+44 20 3862 5900,10:00-18:00,2,4.4,90,Design;Modern;Architecture,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
114,Saatchi Gallery,Museum,Duke of York's HQ,London,SW3 4RY,51.4907,-0.1588,https://www.saatchigallery.com,+44 20 7811 3070,10:00-18:00,2,4.4,60,Contemporary Art;Chelsea;Exhibitions,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
115,Hyde Park,Park,Westminster,London,W2 2UH,51.5073,-0.1657,https://www.royalparks.org.uk,,05:00-00:00,1,4.7,120,Park;Boating;Walk,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
116,Regent's Park,Park,Camden,London,NW1 4NR,51.5313,-0.1569,https://www.royalparks.org.uk,,05:00-21:30,1,4.7,90,Park;Roses;Gardens,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
117,St James's Park,Park,The Mall,London,SW1A 2BJ,51.5025,-0.1348,https://www.royalparks.org.uk,,05:00-00:00,1,4.8,60,Park;Palace;Pelicans,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
118,Greenwich Park,Park,Greenwich,London,SE10 8QY,51.4769,0.0005,https://www.royalparks.org.uk,,06:00-21:00,1,4.8,90,Park;Views;Observatory,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
119,Richmond Park,Park,Richmond,London,TW10 5HS,51.4426,-0.28,https://www.royalparks.org.uk,,07:00-20:30,1,4.8,180,Deer;Nature;Wild,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
120,Shakespeare's Globe,Theatre,21 New Globe Walk,London,SE1 9DT,51.5081,-0.0972,https://www.shakespearesglobe.com,+44 20 7902 1400,Varies,3,4.7,150,Theatre;Shakespeare;OpenAir,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
121,Royal Opera House,Theatre,Bow Street,London,WC2E 9DD,51.5129,-0.1221,https://www.roh.org.uk,+44 20 7304 4000,Varies,4,4.7,180,Opera;Ballet;CoventGarden,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
122,National Theatre,Theatre,Upper Ground,London,SE1 9PX,51.5069,-0.1141,https://www.nationaltheatre.org.uk,+44 20 7452 3000,Varies,3,4.7,150,Theatre;Southbank;Culture,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
123,The Old Vic,Theatre,The Cut,London,SE1 8NB,51.502,-0.1095,https://www.oldvictheatre.com,+44 344 871 7628,Varies,3,4.6,150,Theatre;Historic;Waterloo,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
124,London Palladium,Theatre,Argyll Street,London,W1F 7TF,51.5145,-0.1408,https://lwtheatres.co.uk,,Varies,3,4.6,150,Theatre;Musical;WestEnd,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
125,Harrods,Shopping,Brompton Road,London,SW1X 7XL,51.4994,-0.1632,https://www.harrods.com,+44 20 7730 1234,10:00-21:00,4,4.5,120,Luxury;Shopping;FoodHall,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
126,Selfridges,Shopping,400 Oxford Street,London,W1A 1AB,51.5144,-0.1528,https://www.selfridges.com,+44 800 123 400,10:00-22:00,3,4.6,120,Shopping;Fashion;OxfordSt,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
127,Liberty London,Shopping,Regent Street,London,W1B 5AH,51.5142,-0.1396,https://www.libertylondon.com,+44 20 7734 1234,10:00-20:00,3,4.7,60,Tudor;Fabric;Luxury,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
128,Fortnum & Mason,Shopping,181 Piccadilly,London,W1A 1ER,51.5083,-0.1384,https://www.fortnumandmason.com,+44 20 7734 8040,10:00-20:00,4,4.6,60,Tea;Gifts;Royal,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
129,Twist Museum,Museum,248 Oxford Street,London,W1C 1NY,51.5143,-0.15,https://twistmuseum.com,,10:00-20:00,3,4.5,60,Illusions;Interactive;Fun,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
130,ABBA Voyage,Attraction,Pudding Mill Lane,London,E15 2RU,51.5323,-0.0104,https://abbavoyage.com,,Varies,4,4.9,120,Music;Concert;Unique,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
131,Cutty Sark,Attraction,King William Walk,London,SE10 9HT,51.4828,-0.0096,https://www.rmg.co.uk/cutty-sark,+44 20 8858 4422,10:00-17:00,3,4.6,60,Ship;History;Greenwich,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
132,O2 Arena,Music Venue,Peninsula Square,London,SE10 0DX,51.503,0.0032,https://www.theo2.co.uk,+44 20 8463 2000,Varies,3,4.5,180,Concerts;Entertainment;Dome,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
133,Wembley Stadium,Sport Venue,Wembley,London,HA9 0WS,51.556,-0.2796,https://www.wembleystadium.com,+44 800 169 2007,Varies,3,4.6,180,Football;Sports;Iconic,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
134,Emirates Stadium,Sport Venue,Hornsey Road,London,N7 7AJ,51.5549,-0.1084,https://www.arsenal.com,+44 20 7619 5000,Varies,3,4.6,120,Football;Arsenal;Tour,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
135,Seven Dials Market,Food,Earlham Street,London,WC2H 9LX,51.5134,-0.1265,https://www.sevendialsmarket.com,,11:00-22:00,2,4.5,60,FoodHall;CoventGarden;Lunch,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Shakespeare%27s_Birthplace_Stratford.jpg/800px-Shakespeare%27s_Birthplace_Stratford.jpg,null,
136,King's College Chapel,Attraction,King's Parade,Cambridge,CB2 1ST,52.2047,0.1165,https://www.kings.cam.ac.uk/chapel,+44 1223 331100,09:30-15:30,3,4.7,60,History;Architecture;Iconic,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/KingsCollegeChapelWest.jpg/800px-KingsCollegeChapelWest.jpg,Masterpiece of English Gothic architecture and home to the famous choir.,
137,The Fitzwilliam Museum,Museum,Trumpington Street,Cambridge,CB2 1RB,52.2003,0.1197,https://www.fitzmuseum.cam.ac.uk,+44 1223 332900,10:00-17:00,1,4.7,120,Art;History;Free,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Fitzwilliam_Museum_Exterior_2010.jpg/800px-Fitzwilliam_Museum_Exterior_2010.jpg,The art and antiquities museum of the University of Cambridge.,
138,Cambridge Botanic Garden,Nature,1 Brookside,Cambridge,CB2 1JE,52.1936,0.1287,https://www.botanic.cam.ac.uk,+44 1223 336265,10:00-18:00,3,4.8,120,Nature;Gardens;Walk,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Cambridge_University_Botanic_Garden_Glasshouse.jpg/800px-Cambridge_University_Botanic_Garden_Glasshouse.jpg,Heritage-listed garden maintaining a collection of 8000 plant species.,
139,The Eagle,Pub,8 Benet Street,Cambridge,CB2 3QN,52.204,0.1189,https://www.greeneking-pubs.co.uk,+44 1223 505020,11:00-23:00,2,4.4,60,History;Pub;DNA,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/The_Eagle_Pub_Cambridge.jpg/800px-The_Eagle_Pub_Cambridge.jpg,Historic pub where Watson and Crick announced the discovery of DNA.,
140,The Varsity Hotel & Spa,Hotel,24 Thompsons Lane,Cambridge,CB5 8AQ,52.2109,0.117,https://www.thevarsityhotel.co.uk,+44 1223 306030,24-Jul,4,4.5,720,Luxury;Views;Spa,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Cambridge_Varsity_Hotel.jpg/800px-Cambridge_Varsity_Hotel.jpg,Boutique hotel with a spectacular rooftop bar overlooking the city.,
141,River Bar Steakhouse,Restaurant,Quayside,Cambridge,CB5 8AQ,52.211,0.1172,https://riverbarsteakhouse.com,+44 1223 307030,12:00-22:00,3,4.5,90,Food;Steak;River,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Cambridge_Punting.jpg/800px-Cambridge_Punting.jpg,Premium steakhouse located in a converted warehouse by the river.,
142,Bodleian Library,Attraction,Broad Street,Oxford,OX1 3BG,51.7539,-1.2551,https://www.bodleian.ox.ac.uk,+44 1865 277094,09:00-17:00,3,4.8,90,History;Harry Potter;Books,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Bodleian_Library_Oxford.jpg/800px-Bodleian_Library_Oxford.jpg,One of the oldest libraries in Europe with over 13 million items.,
143,Ashmolean Museum,Museum,Beaumont Street,Oxford,OX1 2PH,51.7554,-1.2602,https://www.ashmolean.org,+44 1865 278000,10:00-17:00,1,4.7,150,Art;Archaeology;Free,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Ashmolean_Museum_Entrance.jpg/800px-Ashmolean_Museum_Entrance.jpg,"Britain's first public museum, founded in 1683.",
144,Oxford Castle & Prison,Attraction,44-46 Oxford Castle,Oxford,OX1 1AY,51.7516,-1.2625,https://www.oxfordcastleandprison.co.uk,+44 1865 260666,10:00-17:30,3,4.4,90,History;Tours;Views,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Oxford_Castle_Motte.jpg/800px-Oxford_Castle_Motte.jpg,Partly ruined Norman castle with guided tours of the prison cells.,
145,The Turf Tavern,Pub,4-5 Bath Place,Oxford,OX1 3SU,51.7547,-1.2536,https://www.greeneking-pubs.co.uk,+44 1865 243235,11:00-23:00,2,4.5,90,Hidden Gem;Ale;History,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Turf_Tavern_Oxford.jpg/800px-Turf_Tavern_Oxford.jpg,Famous hidden pub frequented by literary and political giants.,
146,The Grand Cafe,Cafe,84 High Street,Oxford,OX1 4BG,51.7523,-1.2518,https://www.thegrandcafe.co.uk,+44 1865 204463,09:00-18:30,3,4.2,60,Tea;History;Elegant,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Grand_Cafe_Oxford.jpg/800px-Grand_Cafe_Oxford.jpg,"The site of the first coffee house in England, established in 1650.",
147,Malmaison Oxford,Hotel,Oxford Castle,Oxford,OX1 1AY,51.7514,-1.2628,https://www.malmaison.com,+44 1865 689944,24-Jul,4,4.5,720,Unique;Luxury;Prison,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Malmaison_Oxford.jpg/800px-Malmaison_Oxford.jpg,Boutique hotel converted from a Victorian prison.,
148,The Roman Baths,History,Abbey Church Yard,Bath,BA1 1LZ,51.3809,-2.3595,https://www.romanbaths.co.uk,+44 1225 477785,09:00-18:00,4,4.7,120,History;Must-See;Romans,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Roman_Baths_in_Bath_SPA.jpg/800px-Roman_Baths_in_Bath_SPA.jpg,Well-preserved Roman site for public bathing.,
149,Bath Abbey,Attraction,Orange Grove,Bath,BA1 1LT,51.3814,-2.3589,https://www.bathabbey.org,+44 1225 422462,10:00-17:30,2,4.6,45,Religion;Architecture;Views,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Bath_Abbey_West_Front.jpg/800px-Bath_Abbey_West_Front.jpg,Parish church known for its fan vaulting and tower tours.,
150,The Royal Crescent,Attraction,Royal Crescent,Bath,BA1 2LS,51.3872,-2.3686,https://no1royalcrescent.org.uk,,24-Jul,1,4.7,30,Architecture;Walk;Bridgerton,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Royal_Crescent_Bath.jpg/800px-Royal_Crescent_Bath.jpg,A row of 30 terraced houses laid out in a sweeping crescent.,
151,Thermae Bath Spa,Spa,The Hetling Pump Room,Bath,BA1 1SJ,51.3803,-2.3611,https://www.thermaebathspa.com,+44 1225 331234,09:00-21:30,4,4.4,120,Relax;Pool;Views,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Thermae_Bath_Spa_Rooftop_Pool.jpg/800px-Thermae_Bath_Spa_Rooftop_Pool.jpg,Britain's only natural thermal spa with a rooftop pool.,
153,The Gainsborough,Hotel,Beau Street,Bath,BA1 1QY,51.38,-2.3605,https://www.thegainsboroughbathspa.co.uk,+44 1225 358888,24-Jul,4,4.6,720,Luxury;Spa;Hotel,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Gainsborough_Hotel_Bath.jpg/800px-Gainsborough_Hotel_Bath.jpg,5-star hotel with exclusive access to natural thermal waters.,
154,Cadbury World,Attraction,Linden Road,Birmingham,B30 1JR,52.4299,-1.9324,https://www.cadburyworld.co.uk,+44 121 393 6004,09:30-16:30,4,4.4,180,Family;Chocolate;Fun,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Cadbury_World_Entrance.jpg/800px-Cadbury_World_Entrance.jpg,Visitor attraction created by the Cadbury chocolate company.,
155,National SEA LIFE Centre,Attraction,The Water's Edge,Birmingham,B1 2HL,52.4792,-1.9161,https://www.visitsealife.com,+44 121 643 6777,10:00-16:00,3,4.4,120,Family;Animals;Indoor,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Sea_Life_Centre_Birmingham.jpg/800px-Sea_Life_Centre_Birmingham.jpg,Aquarium housing over 2000 creatures including sea otters.,
